distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
92.85625870412436,1.6239568764310617,2.4498285265314776,1.0,1.0,0.0,1.0,0.0
57.977098053928955,0.0563665718338165,0.1479219932479821,1.0,0.0,0.0,1.0,0.0
3.687084599857347,2.641278335680526,1.0130174425800624,1.0,0.0,0.0,1.0,0.0
23.80192287309544,0.0450532410973588,0.3743633433467854,1.0,0.0,0.0,1.0,0.0
5.328839447623963,0.2030732590776741,0.7828171399571127,1.0,0.0,1.0,1.0,0.0
38.21285855744626,0.6954604125559402,0.3997813968869703,1.0,1.0,0.0,1.0,0.0
15.161907041501818,0.4980006900537564,3.3230125098220125,1.0,1.0,0.0,0.0,0.0
5.09371479908459,0.2807451148609539,0.8460220589821524,1.0,0.0,0.0,1.0,0.0
3.768090100547319,1.4276084641853752,0.6210521189305275,1.0,1.0,0.0,0.0,0.0
7.97544383000573,0.0742412827813668,1.2846614742714877,1.0,0.0,0.0,1.0,0.0
3.9957650270215166,1.0600354604882911,0.5499265149034946,1.0,1.0,0.0,1.0,0.0
55.15804635703307,0.492247475420744,0.7072242507217189,1.0,1.0,0.0,0.0,0.0
54.316404157419456,1.289108886629255,1.3133813828267562,1.0,0.0,0.0,1.0,0.0
63.17462655578191,0.7519552505718919,0.707762857078814,1.0,0.0,0.0,1.0,0.0
3.2825860892877015,0.2392911097750209,0.733578720091926,1.0,1.0,0.0,1.0,0.0
18.069988583014055,0.4360856209087925,9.478423215882463,1.0,0.0,0.0,1.0,1.0
27.69370855980028,1.036647140397727,5.239300305102988,1.0,0.0,0.0,1.0,1.0
10.254184389604507,1.6546275020136465,1.042369690935988,1.0,0.0,0.0,0.0,0.0
36.05283064970984,0.6020893619046978,0.4744132998457963,1.0,0.0,0.0,1.0,0.0
6.074994970618182,3.776969529801432,5.4861904345949,1.0,0.0,0.0,0.0,0.0
20.981252518086237,0.0902604106814978,0.123710418217145,1.0,0.0,0.0,1.0,0.0
64.92901049824228,0.5515644257146981,6.698851418521658,1.0,0.0,0.0,1.0,1.0
8.89430678852775,0.7971240924018407,9.946749986372804,1.0,0.0,0.0,1.0,1.0
76.95467856538558,6.023262530823286,1.6585148469069115,1.0,0.0,0.0,1.0,0.0
139.93395224008032,0.7287695414857057,1.2429236851062453,1.0,0.0,1.0,1.0,0.0
6.396079748310893,0.0739388197148628,0.3430157291889162,1.0,1.0,0.0,0.0,0.0
3.096297024081887,2.6702584360499495,0.4564238268301167,1.0,0.0,0.0,0.0,0.0
0.5128076054163905,3.203825954396797,3.883547524355351,0.0,1.0,0.0,0.0,0.0
1.6163897164595926,0.0976401797527209,0.3381436571152866,0.0,1.0,0.0,0.0,0.0
140.00139411256458,0.4216485234861754,0.3048489850219802,1.0,1.0,0.0,1.0,0.0
53.18146969571016,0.1549713904476759,0.8917647978440143,1.0,0.0,0.0,0.0,0.0
0.993845562433336,0.1460823820795086,0.3543906845469531,0.0,0.0,0.0,0.0,0.0
5.862213381739686,0.8025917767279475,3.015543790452942,1.0,1.0,0.0,0.0,0.0
3.085990719598275,0.3956189125663182,1.833616783159955,1.0,0.0,0.0,1.0,0.0
3.2497217133587393,0.3108210308795596,1.0345407361019476,1.0,0.0,0.0,1.0,0.0
6.602789674805605,0.3057807658457081,0.6551581447776524,1.0,1.0,0.0,1.0,0.0
10.636550201954586,0.5068376628913638,1.0185285976254503,1.0,0.0,0.0,0.0,0.0
144.70593038291176,1.2257847146602368,0.3102913184466263,1.0,0.0,0.0,0.0,0.0
54.37405847406916,0.0275116714199661,1.1580188973789798,1.0,0.0,0.0,1.0,0.0
10.886495722635845,0.0789668970833383,6.479821534244428,1.0,0.0,0.0,1.0,1.0
6.712801648480794,0.5987745211259405,3.118689470310273,1.0,0.0,0.0,1.0,0.0
17.012871887663408,7.028825420592019,0.4359123102429748,1.0,0.0,0.0,0.0,0.0
2.370289561268167,0.9856666874825823,0.2749209568675596,1.0,0.0,0.0,0.0,0.0
2.9289224219172025,0.4255605028769527,1.7968609261944002,1.0,0.0,0.0,1.0,0.0
16.090685885933876,3.193790363722925,0.6047565444606006,1.0,1.0,0.0,1.0,0.0
78.17995743582476,1.0794329003832766,0.2101189513433918,1.0,0.0,0.0,1.0,0.0
24.937240032724215,2.363698244327203,0.7167874941740161,1.0,0.0,0.0,1.0,0.0
13.31933879819196,0.2102688259762755,2.1111911325268493,1.0,0.0,0.0,0.0,0.0
0.7906093066646868,0.0031563362757714,1.2719922195540472,0.0,0.0,0.0,1.0,0.0
9.170898029974133,0.8012780209073442,1.842575394701615,1.0,1.0,0.0,1.0,0.0
7.687281251779907,0.128015703999451,0.851996069842076,1.0,0.0,0.0,0.0,0.0
20.81124941745025,0.1476561172976213,0.159329668715582,1.0,0.0,0.0,1.0,0.0
72.07000216948819,0.1888547705009928,0.6463394922033682,1.0,1.0,0.0,1.0,0.0
2.411143733550096,36.388408955675104,5.109100742121255,1.0,0.0,0.0,1.0,1.0
13.1402711240386,2.570991404112633,13.037854023207371,1.0,1.0,0.0,1.0,1.0
0.7263708030201245,0.0601405758736668,0.7684650054265104,0.0,0.0,0.0,1.0,0.0
18.378266739798125,0.2322016657630535,0.6538818823891699,1.0,0.0,0.0,1.0,0.0
1.150201227571415,11.124974355428217,0.2223266983843938,0.0,0.0,0.0,0.0,0.0
39.3825341199553,3.708825695094347,1.2266442894068996,1.0,0.0,0.0,0.0,0.0
5.686112016323703,6.813309997678862,3.766757977184662,1.0,1.0,0.0,1.0,0.0
128.16454348146598,0.1327984419313572,14.830729651605573,1.0,0.0,0.0,0.0,1.0
15.08644972182448,2.5171344040452213,0.1385019278512606,1.0,0.0,0.0,0.0,0.0
33.63717456848295,1.9590003484876544,0.3292888873277946,1.0,0.0,0.0,0.0,0.0
4.109056601666942,0.1431415614734447,0.1257399011572675,1.0,0.0,0.0,0.0,0.0
4.694122125356288,36.2713889626338,0.914854769583122,1.0,1.0,0.0,1.0,0.0
6.296013408371774,10.968747286439095,1.8894849066123625,1.0,1.0,0.0,0.0,0.0
90.89425650195297,1.8413147952143192,4.080396302089093,1.0,1.0,0.0,1.0,1.0
0.7992893355497062,12.604604852250905,2.8004099235512316,0.0,0.0,0.0,1.0,0.0
40.46753717878177,0.1522486236770791,3.658183034532114,1.0,1.0,1.0,1.0,0.0
91.7149302424489,0.1293430359540652,2.395065179552998,1.0,1.0,0.0,1.0,0.0
35.61603358651418,0.1428582891323535,0.3287446079939738,1.0,0.0,0.0,1.0,0.0
27.73760245823581,2.3849063662861965,5.960260120495322,1.0,1.0,0.0,0.0,0.0
5.558588940232983,0.534783871448897,2.6631270556518785,1.0,0.0,0.0,1.0,0.0
0.5923384242315961,0.91144798253058,0.9637446115331352,0.0,1.0,1.0,1.0,0.0
6.546294196130769,21.03346083473583,2.738698735262909,1.0,1.0,0.0,1.0,0.0
42.55544443741456,11.902035062007906,1.462013220303007,1.0,1.0,0.0,1.0,0.0
11.69816216545732,0.5029899350980946,0.4639501845072153,1.0,1.0,0.0,0.0,0.0
28.11244700618304,1.4892451817375687,0.7212139957301792,1.0,0.0,0.0,1.0,0.0
28.2513036935749,2.4098248049130113,1.4678912554214052,1.0,0.0,0.0,1.0,0.0
15.783251046232031,0.4788489084934028,1.152197384100021,1.0,0.0,1.0,0.0,0.0
6.672844487887256,0.0778021747733779,1.305308375117061,1.0,0.0,0.0,1.0,0.0
115.78815792158888,22.177395790605978,4.961289720062569,1.0,1.0,0.0,1.0,1.0
11.12133708698045,81.88202357263093,0.7616078014233291,1.0,0.0,0.0,0.0,0.0
6.667078458638026,0.1793162603972571,5.729427758012376,1.0,0.0,0.0,0.0,0.0
2.611564482566861,0.3785868208944459,22.17581676921323,1.0,0.0,0.0,1.0,1.0
14.620939492010594,2.1005706717224064,0.3097681822362657,1.0,1.0,1.0,0.0,0.0
8.59228213381652,0.3455098663990728,0.1517225529060188,1.0,0.0,0.0,0.0,0.0
19.31923800209202,0.3755050315641607,0.3748034972537519,1.0,0.0,0.0,1.0,0.0
5.298001640927893,2.24974349405305,1.1611913112389651,1.0,1.0,0.0,0.0,0.0
2.1342719732837176,0.0318243582540025,0.3876914879138649,1.0,0.0,0.0,1.0,0.0
17.138565167116205,1.2860331777192004,7.384223328446501,1.0,0.0,1.0,0.0,0.0
73.3347310507426,0.6135735728473521,0.8429202814449445,1.0,0.0,0.0,0.0,0.0
7.734415495680891,10.981718700409225,2.6095148993597936,1.0,0.0,0.0,0.0,0.0
4.889681369570588,2.0827559351121003,2.3304762138656807,1.0,1.0,0.0,1.0,0.0
3.3646072987807947,0.5676552536752395,0.112369865882452,1.0,0.0,0.0,1.0,0.0
2.825627999264034,0.7378794095591289,3.9972214753045834,1.0,0.0,0.0,0.0,0.0
0.5634217567729133,10.118328477978844,0.7363488307613383,0.0,0.0,0.0,0.0,0.0
13.949404954701768,4.6673526029085615,0.6233504774200475,1.0,0.0,1.0,0.0,0.0
5.6021241929940135,0.5664641107199289,3.3378105445611936,1.0,0.0,0.0,1.0,0.0
15.132060586392974,4.390106174480561,1.062298440258583,1.0,1.0,0.0,1.0,0.0
166.32144658243746,0.2729306235962446,1.581965337209605,1.0,1.0,0.0,1.0,0.0
69.25335354238814,0.2728228594595814,0.0368576354588202,1.0,0.0,0.0,1.0,0.0
1.581292716127758,1.8570609417631656,0.4054607057264907,0.0,0.0,0.0,0.0,0.0
1.5653221928113783,5.651566367167141,4.58279128777682,0.0,0.0,0.0,1.0,1.0
14.807200898795475,1.5611688827554135,0.9391200918553696,1.0,0.0,0.0,1.0,0.0
57.34143519442248,2.030065244336815,0.9113131815886856,1.0,0.0,0.0,1.0,0.0
10.54227472607684,0.9126097587654936,0.445734509136072,1.0,0.0,0.0,0.0,0.0
1.7903541276881327,0.2634602328672306,1.2200511450322904,0.0,0.0,0.0,0.0,0.0
4.1409747871742315,0.3435454174860624,1.1382964394366215,1.0,0.0,0.0,0.0,0.0
10.850258342599048,0.9880728085959556,1.7352323911861818,1.0,0.0,0.0,1.0,0.0
7.0016576915798385,0.5041004840379374,2.8167056533481816,1.0,0.0,0.0,0.0,0.0
5.242218404628998,0.4247712361409214,0.9841313794432268,1.0,0.0,0.0,0.0,0.0
8.233027939363026,1.63051594617438,0.4977644056914544,1.0,1.0,0.0,1.0,0.0
27.147386786423827,13.926287111032822,0.2900154107651937,1.0,0.0,0.0,0.0,0.0
16.20560217080568,0.6431705069210472,1.7249633306569936,1.0,1.0,0.0,0.0,0.0
33.683170680469686,19.336847995149096,0.7070681267881811,1.0,1.0,0.0,0.0,0.0
9.177317587253324,0.471617442661612,0.3802930865328983,1.0,1.0,0.0,0.0,0.0
17.984663302471976,1.91577721894643,0.1706398306236638,1.0,1.0,0.0,1.0,0.0
11.185829434816908,4.359056844669467,0.4635103365738497,1.0,0.0,0.0,1.0,0.0
3.196334140912415,11.103213289182012,1.2275730189005885,1.0,0.0,0.0,1.0,0.0
239.09206130350336,24.0280797300578,0.5227022677666125,1.0,0.0,0.0,0.0,0.0
43.2146461039096,66.14544257850433,0.6605096679338422,1.0,0.0,1.0,1.0,0.0
11.309879819750051,0.3002509045479004,0.1756258967158142,1.0,1.0,0.0,0.0,0.0
22.759159753110335,3.3053400155540036,0.7388352442332065,1.0,0.0,0.0,0.0,0.0
5.842990317453851,1.268112815855016,2.3947653070505286,1.0,0.0,0.0,1.0,0.0
31.68035195676363,0.2024858196454835,0.8808411890798943,1.0,1.0,0.0,1.0,0.0
25.41962357268288,2.132420232621862,0.3111049150592065,1.0,1.0,0.0,1.0,0.0
2.1285196647075906,7.882984097940899,0.8713652700931881,1.0,1.0,0.0,1.0,0.0
38.50999517591299,4.700944695587548,2.0973459477652483,1.0,1.0,0.0,1.0,0.0
3.266389611842157,1.730245403208135,0.5065677795014597,1.0,0.0,0.0,1.0,0.0
2.407744685611029,0.5530519140809944,0.63620884033949,1.0,0.0,1.0,1.0,0.0
2.4939287164281216,3.9232774262930143,0.5402406128430355,1.0,0.0,0.0,1.0,0.0
34.25516567445282,0.3672837171406113,3.0732951883102784,1.0,0.0,0.0,1.0,0.0
53.54001728576938,0.7151694303860887,1.6770187754240864,1.0,1.0,0.0,1.0,0.0
9.601079044524976,1.1549274874502786,19.81948943975658,1.0,0.0,0.0,0.0,0.0
19.787365799849585,4.003475228097215,0.1370249551155143,1.0,1.0,0.0,1.0,0.0
37.695690035913366,0.6955075726194514,1.2724135243904782,1.0,1.0,0.0,1.0,0.0
2.6247680688903894,0.0345717509567283,0.20083155423203,1.0,1.0,0.0,1.0,0.0
2.3053646343220975,9.71801092436696,2.2857084567200223,1.0,1.0,0.0,0.0,0.0
209.2461329490575,4.188683977899166,0.6198795170586267,1.0,0.0,0.0,0.0,0.0
27.63364948247925,0.038809804538723,0.317438961671635,1.0,1.0,0.0,1.0,0.0
0.9908262303075002,25.12190103314248,1.069064321720559,0.0,1.0,0.0,1.0,0.0
0.7703520308251824,0.084952109179971,1.13525026037688,0.0,0.0,0.0,1.0,0.0
23.039739802671235,2.257142316821571,1.2076223093397584,1.0,0.0,0.0,1.0,0.0
5.1646398652262775,8.678040788683504,0.2349423559996622,1.0,0.0,0.0,1.0,0.0
24.251117409686117,1.2929606227678392,0.3399026058297796,1.0,1.0,0.0,0.0,0.0
19.547277493755075,0.4692993651732912,0.4178599738936475,1.0,0.0,0.0,1.0,0.0
10.231841721644486,0.3147736236005278,2.5594515741564963,1.0,0.0,0.0,1.0,0.0
6.568902815276238,1.8269057646165712,2.4506650765998357,1.0,0.0,0.0,1.0,0.0
0.8652126012130033,12.946980888819212,0.5339483315592891,0.0,0.0,0.0,0.0,0.0
22.179609154073848,3.794046829320705,0.7054117485752475,1.0,0.0,0.0,1.0,0.0
4.914396323856386,1.1080184815767034,2.646459275541302,1.0,1.0,0.0,0.0,0.0
3.889638653473935,1.158072154335627,0.7621108382957648,1.0,1.0,1.0,1.0,0.0
9.145574646302356,0.0649918780907599,0.4191160945457159,1.0,0.0,1.0,1.0,0.0
3.751327863842384,6.084380216231131,1.587013359934818,1.0,0.0,1.0,1.0,0.0
1.895293616617512,0.4854432876835918,0.1717541436816623,0.0,0.0,0.0,0.0,0.0
5.523878247824723,17.366005479785258,3.1333443445489193,1.0,0.0,0.0,1.0,0.0
15.500315713384431,0.1383458537709669,2.6527201976347103,1.0,0.0,0.0,1.0,0.0
16.524710987007072,2.541126111896432,0.6754606956047117,1.0,0.0,0.0,1.0,0.0
8.428103720063351,0.4503978076436278,0.3114335771917342,1.0,0.0,0.0,1.0,0.0
2.7338556094823026,21.678353449518077,0.2127431472748173,1.0,0.0,0.0,0.0,0.0
50.97799074048296,0.7101235315871025,1.2368925793358485,1.0,0.0,0.0,1.0,0.0
13.326549833851308,2.995985134175414,0.7662917530910236,1.0,1.0,0.0,1.0,0.0
38.91833013684723,0.8796302068316677,0.423671421421787,1.0,1.0,1.0,1.0,0.0
5.671797258874382,0.3558324556652449,1.586534442695334,1.0,0.0,1.0,1.0,0.0
4.525106228333119,0.8366909526865017,0.6759963860744025,1.0,1.0,1.0,1.0,0.0
104.36391730440994,0.1811776182406297,1.1094863907389303,1.0,0.0,0.0,1.0,1.0
4.2325874109879535,0.1007518000177318,0.3136207692801314,1.0,0.0,0.0,1.0,0.0
6.86789695676292,2.124587828624554,1.1584718124189222,1.0,1.0,0.0,1.0,0.0
9.791658423591052,1.5975343732615024,0.6665690926660396,1.0,0.0,0.0,1.0,0.0
6.241245751989648,0.0733672403989527,5.956497224872265,1.0,0.0,0.0,1.0,1.0
145.1482451740289,5.486180581874544,1.6808179136850798,1.0,1.0,0.0,1.0,0.0
6.597219116511758,5.2099552506290205,0.8592075678302024,1.0,1.0,0.0,1.0,0.0
0.4187431821769579,3.132102682534846,0.585711157910627,0.0,1.0,1.0,0.0,0.0
3.0489389692622826,0.3533965002470989,0.5282641962195814,1.0,1.0,0.0,1.0,0.0
11.480595474620706,0.9341636383697924,6.3770949379378745,1.0,1.0,0.0,1.0,1.0
6.118022357877338,1.5953043886448246,0.6119112313623225,1.0,0.0,0.0,1.0,0.0
2.4095299759197593,0.104456440301436,1.043654788259473,1.0,1.0,0.0,1.0,0.0
4.265114530151803,3.44721596075323,1.9990004806061763,1.0,0.0,0.0,0.0,0.0
4.629511307434575,0.0668232194844631,0.4568687348463509,1.0,0.0,0.0,0.0,0.0
2.499557826869516,0.2081243462123292,10.093797100500122,1.0,1.0,0.0,0.0,0.0
2.695325916449106,1.7549530652978091,0.5261976063033561,1.0,1.0,0.0,0.0,0.0
6.273521877108273,0.2581536268551078,1.207363564405155,1.0,0.0,0.0,1.0,0.0
27.104516315695097,3.1667796644766693,3.974785911895348,1.0,0.0,0.0,1.0,0.0
5.808680103573113,1.0836062119640382,2.6079974197384934,1.0,1.0,0.0,1.0,0.0
32.26833564309797,0.2892830887008935,0.4537039053384463,1.0,0.0,0.0,0.0,0.0
2.786259011679091,0.3776238422594173,1.3635644698354743,1.0,0.0,0.0,1.0,0.0
1.1960913752064064,0.5063181482910614,0.2578160160335847,0.0,0.0,0.0,1.0,0.0
1.435055938443971,0.1155352623516396,0.4907677882577491,0.0,0.0,0.0,0.0,0.0
8.03561384400252,0.3049408803471023,0.6449388923514701,1.0,0.0,0.0,1.0,0.0
8.176018881953858,0.0474961462128143,0.5921556904099026,1.0,0.0,0.0,1.0,0.0
5.959781814023098,2.710264535739624,3.1194960812285206,1.0,1.0,0.0,1.0,0.0
34.14994893846718,50.06862784038425,0.7524971820645147,1.0,1.0,1.0,1.0,0.0
7.0005547662512555,1.7682757972480398,0.0700050883039034,1.0,0.0,0.0,0.0,0.0
41.16704011964451,2.69822064524533,4.673269031041,1.0,0.0,0.0,0.0,0.0
1.2046324426828423,0.180131979727265,0.7410040649964783,0.0,1.0,0.0,1.0,0.0
19.102398580668304,0.0941322461462487,10.399555339562584,1.0,0.0,0.0,1.0,1.0
17.255149283053978,2.1052820606083973,1.8170593847420489,1.0,0.0,0.0,1.0,0.0
1.9613545383267887,0.2228745455396751,0.194634130267105,1.0,0.0,0.0,0.0,0.0
12.933480560449844,3.171474609585795,0.3975773954009893,1.0,0.0,0.0,1.0,0.0
52.11850946659874,9.06689247783156,0.8303887709549616,1.0,1.0,0.0,1.0,0.0
12.0942986096308,0.5282742338531602,3.699924275362831,1.0,0.0,0.0,1.0,0.0
0.9534824636255624,0.4254019733203445,0.0445875005095675,0.0,0.0,0.0,1.0,0.0
4.389216801856269,2.02282827747931,1.5545281772749664,1.0,0.0,0.0,1.0,0.0
97.2068215301704,0.0707274712204338,0.5184291070745006,1.0,1.0,0.0,1.0,0.0
41.051146823357485,0.0845195482741323,0.6662448379645717,1.0,1.0,0.0,1.0,0.0
16.290481091390237,0.6369401910479724,0.786267396600648,1.0,0.0,0.0,1.0,0.0
31.279028080919684,0.3064579844185958,3.4524273401074277,1.0,0.0,1.0,1.0,0.0
1.3872653987050565,0.1038123771708204,2.95094288014578,0.0,0.0,0.0,1.0,0.0
4.624691435825338,0.1942756142650695,0.2718429075653317,1.0,0.0,0.0,1.0,0.0
256.90336605335375,10.11176599292122,1.977035544630348,1.0,0.0,0.0,0.0,0.0
73.74445395901539,0.5579229867465617,9.618438855146032,1.0,0.0,0.0,1.0,1.0
0.4372585393986939,0.5767559401439362,0.1280175148580176,0.0,0.0,0.0,1.0,0.0
4.164118173071195,0.501131965533419,0.1088605864309874,1.0,1.0,0.0,1.0,0.0
19.942868936109768,2.93359016910615,1.8463340056211537,1.0,0.0,0.0,1.0,0.0
34.08087374533365,0.168965958145899,0.7901122811498826,1.0,0.0,0.0,1.0,0.0
24.83080785645906,7.363930436335832,1.3705601871651611,1.0,0.0,0.0,0.0,0.0
30.938873411854512,49.32372051521404,1.1468259285340496,1.0,0.0,0.0,1.0,0.0
15.670438754534963,2.3578315121477753,5.357133134128838,1.0,0.0,0.0,1.0,1.0
2.4130055409328364,4.266618738571434,0.7479048711618431,1.0,1.0,0.0,1.0,0.0
8.026271674278124,1.3960154106522955,3.630804151437481,1.0,0.0,1.0,0.0,0.0
3.793216331404612,223.01901108227543,0.4868198803240613,1.0,1.0,0.0,1.0,0.0
3.7423240817346826,0.6833937982794039,2.491018186951188,1.0,0.0,0.0,0.0,0.0
19.72388099460468,0.1161074796362447,0.7527216663871382,1.0,0.0,0.0,1.0,0.0
27.83908218633598,8.0891542861397,0.4062683622434165,1.0,0.0,0.0,1.0,0.0
6.242551026926334,4.916105306872504,1.6024691562385207,1.0,1.0,0.0,1.0,0.0
7.613906876099571,3.2708758582453883,0.4096658611036846,1.0,0.0,0.0,1.0,0.0
2.1171989612843705,7.131694034394501,0.6461230272507781,1.0,1.0,0.0,1.0,0.0
1.8160684630034605,0.0281548434108877,2.224317016404114,0.0,1.0,0.0,0.0,0.0
11.875359489165616,7.905825908145029,1.055810191173032,1.0,1.0,1.0,0.0,0.0
9.014056212571148,0.8006513622898079,0.4059169378252016,1.0,1.0,0.0,1.0,0.0
159.05493475695735,0.2263728912283644,14.021807388861106,1.0,0.0,0.0,1.0,1.0
26.543691697825015,0.5729179008407371,1.718498367079341,1.0,1.0,0.0,0.0,0.0
1.3743709825320234,1.731383410340649,1.1870991395891806,0.0,0.0,0.0,0.0,0.0
0.8256792290656878,3.759343344209269,0.840255145294306,0.0,1.0,0.0,0.0,0.0
21.45476716986691,30.47331278164489,1.7409716491245546,1.0,0.0,0.0,1.0,0.0
3.011594080839257,19.024827071437823,2.0054649066605137,1.0,0.0,0.0,0.0,0.0
0.7665847834145584,8.487800599223002,1.930169812430836,0.0,0.0,0.0,1.0,0.0
7.043378280817056,0.1077115183729697,0.7594575961116797,1.0,1.0,0.0,1.0,0.0
12.83724238885037,13.521138487122908,1.286450222618933,1.0,0.0,1.0,1.0,0.0
17.61473344497264,0.3018053090486086,0.5631677283231015,1.0,0.0,0.0,1.0,0.0
0.8249099942960424,0.657311367691688,0.5018222217497489,0.0,1.0,1.0,1.0,0.0
111.74471716981768,16.964248928604846,0.4844538659030685,1.0,0.0,0.0,1.0,1.0
0.2903834100175458,0.1775230748808107,0.6131216999010126,0.0,0.0,0.0,0.0,0.0
3.2535360065906054,0.2103106149521846,0.173396810455798,1.0,0.0,0.0,1.0,0.0
15.865918327147478,14.758059267407695,1.443522593037519,1.0,0.0,0.0,1.0,0.0
43.30066741807725,0.2224178462880256,0.4460154757610121,1.0,0.0,0.0,1.0,0.0
0.1207968817480183,15.15284338227055,6.334485491182679,0.0,0.0,0.0,0.0,1.0
34.01295947116909,1.2750280028332763,4.039170552851076,1.0,0.0,0.0,1.0,1.0
13.401156412954837,1.9025349229486488,1.0551101709839448,1.0,1.0,1.0,0.0,0.0
5.728375774168455,5.9907768423371,0.4646063595265182,1.0,1.0,0.0,1.0,0.0
39.32914209353377,4.288038666841367,1.30563346845052,1.0,0.0,0.0,1.0,0.0
13.130227971204706,0.8584215852954253,2.50117088017795,1.0,0.0,0.0,0.0,0.0
11.757656528362872,0.791252692506165,0.781201071908601,1.0,1.0,0.0,1.0,0.0
1.4250145739869726,2.04716692225981,0.7754898534166279,0.0,0.0,0.0,0.0,0.0
8.15617801982548,0.2735794112408072,1.0076838034440203,1.0,0.0,0.0,1.0,0.0
68.29512231223211,1.254265793718147,0.3428302824086388,1.0,0.0,0.0,1.0,0.0
147.2465961343801,1.9651013887523323,0.5925459751797337,1.0,0.0,1.0,1.0,0.0
84.08490281701016,0.4922533958956954,0.4058979590211928,1.0,1.0,0.0,1.0,0.0
105.23171598133408,0.8840022080769879,2.2262990003546212,1.0,0.0,0.0,1.0,1.0
3.4840374289881275,4.231078968261408,0.2815984506840809,1.0,0.0,0.0,0.0,0.0
27.886927170546677,28.168470097259625,1.3890580277808453,1.0,1.0,0.0,1.0,0.0
5.25763249913937,0.1968998247834356,0.8224881291623437,1.0,0.0,1.0,1.0,0.0
36.52314473328681,0.9051972967760012,0.5751514158030188,1.0,0.0,0.0,1.0,0.0
13.189452383078985,0.2980019219896903,0.94319897876356,1.0,0.0,0.0,0.0,0.0
46.077960616840514,3.050990136155455,5.127229928650422,1.0,0.0,1.0,1.0,0.0
1.507296875683774,0.7153681705244843,8.381660677129895,0.0,1.0,0.0,1.0,1.0
5.687537715098824,13.34349575074686,1.788982645745348,1.0,1.0,0.0,0.0,0.0
17.09800057479542,1.5043090822076193,6.398013843769823,1.0,1.0,0.0,1.0,1.0
7.611819960426179,0.9807205975433732,1.1653513780375713,1.0,1.0,0.0,0.0,0.0
0.5597760013570837,2.690178141721334,12.5830424671098,0.0,0.0,0.0,1.0,1.0
0.3656780233900681,14.777032372709112,0.8385701187900314,0.0,1.0,0.0,1.0,0.0
44.97095487009197,0.1323853963981434,7.59885125772932,1.0,1.0,1.0,1.0,0.0
15.948093751652053,5.36475864628013,0.3849394212629017,1.0,0.0,0.0,1.0,0.0
3.35644977371078,3.4287241074864268,0.9251855595551284,1.0,0.0,1.0,0.0,0.0
7.621556866186863,0.2807503148448262,0.8387048052691265,1.0,0.0,0.0,1.0,0.0
156.98796198525537,7.046607011146282,0.5905910525804074,1.0,0.0,0.0,1.0,1.0
1.3988372983667854,20.772262692777044,5.626653402565477,0.0,0.0,0.0,1.0,1.0
2.983625868229379,0.9349769418303868,7.109074668883859,1.0,1.0,0.0,0.0,0.0
2.485229118714863,8.088402737132908,0.3451173299535406,1.0,0.0,0.0,1.0,0.0
1.033589242326978,0.8061595084459892,0.566565356662756,0.0,0.0,0.0,1.0,0.0
1.803777995281379,0.4448947422231203,5.62805686025608,0.0,0.0,0.0,0.0,1.0
